"Year","Company","Brand","FloorPlan","Msrp","Discount","Stock-Number","Unit Type","Location","Dealer","Date"
"2025","Forest River RV","Flagstaff","371RK","N/A","69999","78747","Fifth Wheel","Amarillo","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","2025","N/A","74999","79872","Fifth Wheel","On Order","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","369BL","94062","74999","78128","Fifth Wheel","Lubbock","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","36FL","102876","79999","78123","Fifth Wheel","West Houston","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","375FAM","N/A","74999","79869","Fifth Wheel","On Order","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","38VERANDA","N/A","N/A","79868","Fifth Wheel","On Order","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","39RKFB","N/A","N/A","78827","Fifth Wheel","On Order","RonHoover","2024-10-16"
"2024","Forest River RV","N/A","419RD","204417","149999","70229","Fifth Wheel","Boerne","RonHoover","2024-10-16"
"2023","Forest River RV","N/A","41RL","240187","139999","64445","Fifth Wheel","Boerne","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","421FK","208406","N/A","75681","Fifth Wheel","Boerne","RonHoover","2024-10-16"
"2024","Forest River RV","N/A","425FO","212003","149999","70238","Fifth Wheel","Odessa","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","442MC","207440","N/A","75679","Fifth Wheel","Donna","RonHoover","2024-10-16"
"2025","Coachmen RV","Entourage","340BH","268676","N/A","78545","ClassC Diesel+","Amarillo","RonHoover","2024-10-16"
"2024","Coachmen RV","N/A","AWD","228031","149999","65304","ClassB Gas","West Houston","RonHoover","2024-10-16"
"2025","Pleasure-Way","Ontour","2.0","198500","N/A","77410","ClassB Gas","West Houston","RonHoover","2024-10-16"
"2025","Coachmen RV","N/A","321DS","N/A","N/A","79545","ClassC Gas","Amarillo","RonHoover","2024-10-16"
"2024","Coachmen RV","N/A","321DS","223686","154999","69498","ClassC Gas","Donna","RonHoover","2024-10-16"
"2023","Coachmen RV","N/A","21XG","159258","99999","63150","ClassC Gas","Donna","RonHoover","2024-10-16"
"2025","Coachmen RV","Freelander","21QS","102950","79999","77125","ClassC Gas","South Houston","RonHoover","2024-10-16"
"2024","Coachmen RV","Freelander","22XG","112839","79911","70605","ClassC Gas","South Houston","RonHoover","2024-10-16"
"2025","Coachmen RV","Freelander","23FS","132311","99999","77126","ClassC Gas","Amarillo","RonHoover","2024-10-16"
"2025","Coachmen RV","Freelander","26DS","150388","114999","77121","ClassC Gas","Amarillo","RonHoover","2024-10-16"
"2025","Coachmen RV","Freelander","26MB","153443","114999","77122","ClassC Gas","Amarillo","RonHoover","2024-10-16"
"2025","Coachmen RV","Freelander","27QB","120749","89999","77120","ClassC Gas","South Houston","RonHoover","2024-10-16"
"2025","Coachmen RV","Freelander","29KB","159007","114999","77123","ClassC Gas","West Houston","RonHoover","2024-10-16"
"2023","Coachmen RV","Freelander","31FS","152968","82900","64211","ClassC Gas","Rockport","RonHoover","2024-10-16"
"2023","Coachmen RV","Leprechaun","450","135720","89999","64202","ClassC Gas","Donna","RonHoover","2024-10-16"
"2024","Alliance RV","Valor","31T13","86526","59999","72445","ToyHauler","Georgetown","RonHoover","2024-10-16"
"2025","Forest River RV","Wildwood","30VCIEW","N/A","N/A","78524","ToyHauler","On Order","RonHoover","2024-10-16"
"2024","Forest River RV","Wildwood","262VCX","N/A","N/A","70796","ToyHauler","On Order","RonHoover","2024-10-16"
"2024","Grand Design","Momentum","27MAV","45665","36999","70256","ToyHauler","Donna","RonHoover","2024-10-16"
"2024","Alliance RV","Valor","40V13","147703","109999","72448","ToyHauler","North Houston","RonHoover","2024-10-16"
"2025","Alliance RV","Valor","42V13","178965","N/A","78927","ToyHauler","Lubbock","RonHoover","2024-10-16"
"2024","Alliance RV","Valor","42V13","155508","109999","70096","ToyHauler","Georgetown","RonHoover","2024-10-16"
"2025","Alliance RV","Valor","42V14","N/A","119995","78161","ToyHauler","Amarillo","RonHoover","2024-10-16"
"2022","Alliance RV","Valor","43V13","147983","84999","49694","ToyHauler","Lubbock","RonHoover","2024-10-16"
"2025","Alliance RV","Valor","44V14","151993","119995","78156","ToyHauler","Amarillo","RonHoover","2024-10-16"
"2025","Alliance RV","Valor All-Access","31A10","112062","94995","70104","ToyHauler","Amarillo","RonHoover","2024-10-16"
"2023","Alliance RV","Valor All-Access","36A15","120963","79999","64099","ToyHauler","Donna","RonHoover","2024-10-16"
